Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2020-09-12,Marek Rodák,Matchweek 1,Home,L 0–3,Fulham,Arsenal,Y,GK,90,5,3,2,40.0,0,2.5,0,0,0,0,6,12,50.0,22,3,40.9,35.8,4,75.0,56.0,9,0,0.0,1,11.8
2021-05-23,Marek Rodák,Matchweek 38,Home,L 0–2,Fulham,Newcastle Utd,Y,GK,90,3,2,2,66.7,0,1.5,1,1,0,0,1,2,50.0,17,4,11.8,23.8,3,0.0,12.7,7,2,28.6,0,18.5
2020-09-12,Bernd Leno,Matchweek 1,Away,W 3–0,Arsenal,Fulham,Y,GK,90,2,0,2,100.0,1,0.0,0,0,0,0,1,1,100.0,28,2,0.0,18.4,4,25.0,23.8,9,1,11.1,1,16.5
2020-09-19,Bernd Leno,Matchweek 2,Home,W 2–1,Arsenal,West Ham,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,3,3,100.0,28,5,7.1,22.3,5,20.0,21.0,9,1,11.1,2,23.2
2020-09-28,Bernd Leno,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,GK,90,9,3,6,66.7,0,2.9,0,0,0,0,2,6,33.3,30,4,16.7,25.4,9,11.1,14.9,12,1,8.3,2,17.8
2020-10-04,Bernd Leno,Matchweek 4,Home,W 2–1,Arsenal,Sheffield Utd,Y,GK,90,2,1,1,50.0,0,0.6,0,0,0,0,1,8,12.5,38,1,10.5,26.7,9,44.4,41.4,12,0,0.0,0,9.0
2020-10-17,Bernd Leno,Matchweek 5,Away,L 0–1,Arsenal,Manchester City,Y,GK,90,5,1,4,80.0,0,1.2,0,0,0,0,6,13,46.2,45,4,24.4,25.1,4,50.0,42.3,5,0,0.0,1,16.8
2020-10-25,Bernd Leno,Matchweek 6,Home,L 0–1,Arsenal,Leicester City,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,2,3,66.7,24,7,8.3,22.0,2,50.0,30.5,3,0,0.0,2,17.9
2020-11-01,Bernd Leno,Matchweek 7,Away,W 1–0,Arsenal,Manchester Utd,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,6,16,37.5,42,0,33.3,36.3,4,50.0,43.5,11,1,9.1,0,16.5
2020-11-08,Bernd Leno,Matchweek 8,Home,L 0–3,Arsenal,Aston Villa,Y,GK,90,5,3,3,40.0,0,1.4,0,0,0,0,1,2,50.0,21,0,9.5,20.9,1,0.0,28.0,5,0,0.0,1,26.0
2020-11-22,Bernd Leno,Matchweek 9,Away,D 0–0,Arsenal,Leeds United,Y,GK,90,4,0,4,100.0,1,1.5,0,0,0,0,8,30,26.7,26,2,53.8,41.0,17,94.1,62.5,14,0,0.0,0,9.3
2020-11-29,Bernd Leno,Matchweek 10,Home,L 1–2,Arsenal,Wolves,Y,GK,90,5,2,3,60.0,0,2.3,0,0,0,0,3,3,100.0,18,4,11.1,24.3,3,33.3,32.0,5,0,0.0,0,13.7
2020-12-06,Bernd Leno,Matchweek 11,Away,L 0–2,Arsenal,Tottenham,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,3,5,60.0,25,4,12.0,26.1,3,66.7,45.0,3,0,0.0,0,14.0
2020-12-13,Bernd Leno,Matchweek 12,Home,L 0–1,Arsenal,Burnley,Y,GK,90,2,1,2,50.0,0,0.4,0,0,0,0,5,16,31.3,45,5,20.0,30.2,10,70.0,54.0,9,1,11.1,1,20.6
2020-12-16,Bernd Leno,Matchweek 13,Home,D 1–1,Arsenal,Southampton,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,3,12,25.0,21,6,33.3,35.7,5,100.0,68.0,10,0,0.0,1,12.8
2020-12-19,Bernd Leno,Matchweek 14,Away,L 1–2,Arsenal,Everton,Y,GK,90,2,2,1,0.0,0,1.0,0,0,0,0,1,2,50.0,21,6,4.8,23.3,8,12.5,29.0,9,0,0.0,0,10.2
2020-12-26,Bernd Leno,Matchweek 15,Home,W 3–1,Arsenal,Chelsea,Y,GK,90,2,1,1,50.0,0,1.7,1,0,1,0,6,20,30.0,17,4,35.3,35.7,14,100.0,69.9,17,1,5.9,0,3.0
2020-12-29,Bernd Leno,Matchweek 16,Away,W 1–0,Arsenal,Brighton,Y,GK,90,2,0,2,100.0,1,0.0,0,0,0,0,2,16,12.5,35,7,31.4,31.3,7,71.4,53.1,13,0,0.0,1,10.5
2021-01-02,Bernd Leno,Matchweek 17,Away,W 4–0,Arsenal,West Brom,Y,GK,90,3,0,3,100.0,1,0.8,0,0,0,0,0,6,0.0,26,7,15.4,26.2,3,66.7,45.7,12,2,16.7,0,16.7
2021-01-14,Bernd Leno,Matchweek 18,Home,D 0–0,Arsenal,Crystal Palace,Y,GK,90,3,0,3,100.0,1,0.8,0,0,0,0,1,3,33.3,25,7,12.0,25.1,6,0.0,21.2,6,0,0.0,2,18.8
2021-01-18,Bernd Leno,Matchweek 19,Home,W 3–0,Arsenal,Newcastle Utd,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,1,4,25.0,22,5,0.0,16.2,6,66.7,53.0,5,1,20.0,0,7.0
2021-01-26,Bernd Leno,Matchweek 20,Away,W 3–1,Arsenal,Southampton,Y,GK,90,5,1,4,80.0,0,1.6,0,0,0,0,5,12,41.7,24,6,20.8,31.0,9,77.8,54.0,11,0,0.0,0,11.7
2021-01-30,Bernd Leno,Matchweek 21,Home,D 0–0,Arsenal,Manchester Utd,Y,GK,90,3,0,3,100.0,1,1.0,0,0,0,0,1,11,9.1,18,4,22.2,29.3,8,87.5,62.1,13,0,0.0,0,6.0
2021-02-02,Bernd Leno,Matchweek 22,Away,L 1–2,Arsenal,Wolves,Y,"GK,CM",71,4,2,3,75.0,0,1.5,1,1,0,0,2,3,66.7,20,4,10.0,23.4,3,33.3,30.0,11,1,9.1,1,25.0
2021-02-14,Bernd Leno,Matchweek 24,Home,W 4–2,Arsenal,Leeds United,Y,GK,90,5,2,3,60.0,0,1.5,0,0,0,0,3,15,20.0,32,11,25.0,28.2,7,100.0,62.1,9,2,22.2,0,11.6
2021-02-21,Bernd Leno,Matchweek 25,Home,L 0–1,Arsenal,Manchester City,Y,GK,90,3,1,2,66.7,0,1.7,0,0,0,0,9,16,56.3,30,6,40.0,33.1,11,36.4,30.4,3,0,0.0,1,19.3
2021-02-28,Bernd Leno,Matchweek 26,Away,W 3–1,Arsenal,Leicester City,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,4,7,57.1,27,5,18.5,26.3,3,66.7,53.0,5,0,0.0,4,16.6
2021-03-06,Bernd Leno,Matchweek 27,Away,D 1–1,Arsenal,Burnley,Y,GK,90,5,1,4,80.0,0,2.3,0,0,0,0,2,12,16.7,36,12,25.0,28.1,6,50.0,34.0,13,1,7.7,0,12.7
2021-03-14,Bernd Leno,Matchweek 28,Home,W 2–1,Arsenal,Tottenham,Y,GK,90,2,1,1,50.0,0,0.9,0,0,0,0,3,9,33.3,26,7,30.8,30.9,1,100.0,98.0,3,1,33.3,0,12.7
2021-03-21,Bernd Leno,Matchweek 29,Away,D 3–3,Arsenal,West Ham,Y,GK,90,5,3,2,40.0,0,1.8,0,0,0,0,6,9,66.7,19,1,31.6,27.9,6,50.0,41.0,9,0,0.0,1,22.0
2021-04-03,Bernd Leno,Matchweek 30,Home,L 0–3,Arsenal,Liverpool,Y,GK,90,7,3,4,57.1,0,2.6,0,0,0,0,5,19,26.3,22,4,50.0,39.4,8,100.0,68.1,11,0,0.0,0,11.3
